,Unnamed: 0,time,row_384,column_384,rfu_value,replicate,gRNA,target,cas12a,hours,minutes,seconds
964,964,03:20:00,A,3,360.162,b,alt-R_11C,500,NEB-Cas12a,03,20,00
965,965,03:20:00,B,3,350.496,b,alt-R_11C,5,NEB-Cas12a,03,20,00
966,966,03:20:00,C,3,378.565,b,alt-R_11C,500,IDT-Cas12a,03,20,00
967,967,03:20:00,D,3,367.358,b,alt-R_11C,5,IDT-Cas12a,03,20,00
968,968,03:20:00,A,5,396.237,c,alt-R_11C,500,NEB-Cas12a,03,20,00
969,969,03:20:00,B,5,360.734,c,alt-R_11C,5,NEB-Cas12a,03,20,00
970,970,03:20:00,C,5,382.512,c,alt-R_11C,500,IDT-Cas12a,03,20,00
971,971,03:20:00,D,5,389.6230000000001,c,alt-R_11C,5,IDT-Cas12a,03,20,00
972,972,03:20:00,A,7,367.341,a,syn_11C,500,NEB-Cas12a,03,20,00
973,973,03:20:00,B,7,352.408,a,syn_11C,5,NEB-Cas12a,03,20,00
974,974,03:20:00,C,7,386.0,a,syn_11C,500,IDT-Cas12a,03,20,00
975,975,03:20:00,D,7,358.8040000000001,a,syn_11C,5,IDT-Cas12a,03,20,00
976,976,03:20:00,A,9,389.365,b,syn_11C,500,NEB-Cas12a,03,20,00
977,977,03:20:00,B,9,349.722,b,syn_11C,5,NEB-Cas12a,03,20,00
978,978,03:20:00,C,9,419.643,b,syn_11C,500,IDT-Cas12a,03,20,00
979,979,03:20:00,D,9,385.644,b,syn_11C,5,IDT-Cas12a,03,20,00
980,980,03:20:00,A,11,401.192,c,syn_11C,500,NEB-Cas12a,03,20,00
981,981,03:20:00,B,11,326.095,c,syn_11C,5,NEB-Cas12a,03,20,00
982,982,03:20:00,C,11,405.604,c,syn_11C,500,IDT-Cas12a,03,20,00
983,983,03:20:00,D,11,373.93,c,syn_11C,5,IDT-Cas12a,03,20,00
984,984,03:20:00,A,13,403.546,a,alt-R_11C,50,NEB-Cas12a,03,20,00
985,985,03:20:00,B,13,4.029,a,alt-R_11C,0,NEB-Cas12a,03,20,00
986,986,03:20:00,C,13,420.936,a,alt-R_11C,50,IDT-Cas12a,03,20,00
987,987,03:20:00,D,13,3.901,a,alt-R_11C,0,IDT-Cas12a,03,20,00
988,988,03:20:00,A,15,405.11,b,alt-R_11C,50,NEB-Cas12a,03,20,00
989,989,03:20:00,B,15,4.038,b,alt-R_11C,0,NEB-Cas12a,03,20,00
990,990,03:20:00,C,15,382.142,b,alt-R_11C,50,IDT-Cas12a,03,20,00
991,991,03:20:00,D,15,4.005,b,alt-R_11C,0,IDT-Cas12a,03,20,00
992,992,03:20:00,A,17,396.562,c,alt-R_11C,50,NEB-Cas12a,03,20,00
993,993,03:20:00,B,17,4.091,c,alt-R_11C,0,NEB-Cas12a,03,20,00
994,994,03:20:00,C,17,411.23,c,alt-R_11C,50,IDT-Cas12a,03,20,00
995,995,03:20:00,D,17,3.579,c,alt-R_11C,0,IDT-Cas12a,03,20,00
996,996,03:20:00,A,19,361.965,a,syn_11C,50,NEB-Cas12a,03,20,00
997,997,03:20:00,B,19,3.719,a,syn_11C,0,NEB-Cas12a,03,20,00
998,998,03:20:00,C,19,392.552,a,syn_11C,50,IDT-Cas12a,03,20,00
999,999,03:20:00,D,19,3.399,a,syn_11C,0,IDT-Cas12a,03,20,00
1000,1000,03:20:00,A,21,347.667,b,syn_11C,50,NEB-Cas12a,03,20,00
1001,1001,03:20:00,B,21,4.208,b,syn_11C,0,NEB-Cas12a,03,20,00
1002,1002,03:20:00,C,21,370.35,b,syn_11C,50,IDT-Cas12a,03,20,00
1003,1003,03:20:00,D,21,3.686,b,syn_11C,0,IDT-Cas12a,03,20,00
1004,1004,03:20:00,A,23,319.833,c,syn_11C,50,NEB-Cas12a,03,20,00
1005,1005,03:20:00,B,23,4.063,c,syn_11C,0,NEB-Cas12a,03,20,00
1006,1006,03:20:00,C,23,342.436,c,syn_11C,50,IDT-Cas12a,03,20,00
1007,1007,03:20:00,D,23,3.463,c,syn_11C,0,IDT-Cas12a,03,20,00
1008,1008,03:30:00,A,1,356.315,a,alt-R_11C,500,NEB-Cas12a,03,30,00
1009,1009,03:30:00,B,1,331.881,a,alt-R_11C,5,NEB-Cas12a,03,30,00
1010,1010,03:30:00,C,1,374.491,a,alt-R_11C,500,IDT-Cas12a,03,30,00
1011,1011,03:30:00,D,1,337.452,a,alt-R_11C,5,IDT-Cas12a,03,30,00
1012,1012,03:30:00,A,3,358.834,b,alt-R_11C,500,NEB-Cas12a,03,30,00
1013,1013,03:30:00,B,3,349.375,b,alt-R_11C,5,NEB-Cas12a,03,30,00
1014,1014,03:30:00,C,3,377.387,b,alt-R_11C,500,IDT-Cas12a,03,30,00
1015,1015,03:30:00,D,3,363.651,b,alt-R_11C,5,IDT-Cas12a,03,30,00
1016,1016,03:30:00,A,5,397.93,c,alt-R_11C,500,NEB-Cas12a,03,30,00
1017,1017,03:30:00,B,5,362.934,c,alt-R_11C,5,NEB-Cas12a,03,30,00
1018,1018,03:30:00,C,5,378.24300000000005,c,alt-R_11C,500,IDT-Cas12a,03,30,00
1019,1019,03:30:00,D,5,392.008,c,alt-R_11C,5,IDT-Cas12a,03,30,00
1020,1020,03:30:00,A,7,367.562,a,syn_11C,500,NEB-Cas12a,03,30,00
1021,1021,03:30:00,B,7,356.38699999999994,a,syn_11C,5,NEB-Cas12a,03,30,00
1022,1022,03:30:00,C,7,385.838,a,syn_11C,500,IDT-Cas12a,03,30,00
1023,1023,03:30:00,D,7,360.343,a,syn_11C,5,IDT-Cas12a,03,30,00
1024,1024,03:30:00,A,9,392.937,b,syn_11C,500,NEB-Cas12a,03,30,00
1025,1025,03:30:00,B,9,353.617,b,syn_11C,5,NEB-Cas12a,03,30,00
1026,1026,03:30:00,C,9,422.422,b,syn_11C,500,IDT-Cas12a,03,30,00
1027,1027,03:30:00,D,9,389.723,b,syn_11C,5,IDT-Cas12a,03,30,00
1028,1028,03:30:00,A,11,401.93,c,syn_11C,500,NEB-Cas12a,03,30,00
1029,1029,03:30:00,B,11,327.908,c,syn_11C,5,NEB-Cas12a,03,30,00
1030,1030,03:30:00,C,11,405.663,c,syn_11C,500,IDT-Cas12a,03,30,00
1031,1031,03:30:00,D,11,376.888,c,syn_11C,5,IDT-Cas12a,03,30,00
1032,1032,03:30:00,A,13,399.325,a,alt-R_11C,50,NEB-Cas12a,03,30,00
1033,1033,03:30:00,B,13,3.927,a,alt-R_11C,0,NEB-Cas12a,03,30,00
1034,1034,03:30:00,C,13,419.008,a,alt-R_11C,50,IDT-Cas12a,03,30,00
1035,1035,03:30:00,D,13,3.784,a,alt-R_11C,0,IDT-Cas12a,03,30,00
1036,1036,03:30:00,A,15,404.114,b,alt-R_11C,50,NEB-Cas12a,03,30,00
1037,1037,03:30:00,B,15,4.037,b,alt-R_11C,0,NEB-Cas12a,03,30,00
1038,1038,03:30:00,C,15,380.02,b,alt-R_11C,50,IDT-Cas12a,03,30,00
1039,1039,03:30:00,D,15,4.098,b,alt-R_11C,0,IDT-Cas12a,03,30,00
1040,1040,03:30:00,A,17,394.936,c,alt-R_11C,50,NEB-Cas12a,03,30,00
1041,1041,03:30:00,B,17,3.701,c,alt-R_11C,0,NEB-Cas12a,03,30,00
1042,1042,03:30:00,C,17,414.718,c,alt-R_11C,50,IDT-Cas12a,03,30,00
1043,1043,03:30:00,D,17,3.713,c,alt-R_11C,0,IDT-Cas12a,03,30,00
1044,1044,03:30:00,A,19,355.164,a,syn_11C,50,NEB-Cas12a,03,30,00
1045,1045,03:30:00,B,19,3.748,a,syn_11C,0,NEB-Cas12a,03,30,00
1046,1046,03:30:00,C,19,390.30300000000005,a,syn_11C,50,IDT-Cas12a,03,30,00
1047,1047,03:30:00,D,19,3.349,a,syn_11C,0,IDT-Cas12a,03,30,00
1048,1048,03:30:00,A,21,346.897,b,syn_11C,50,NEB-Cas12a,03,30,00
1049,1049,03:30:00,B,21,4.089,b,syn_11C,0,NEB-Cas12a,03,30,00
1050,1050,03:30:00,C,21,370.377,b,syn_11C,50,IDT-Cas12a,03,30,00
1051,1051,03:30:00,D,21,3.548,b,syn_11C,0,IDT-Cas12a,03,30,00
1052,1052,03:30:00,A,23,317.922,c,syn_11C,50,NEB-Cas12a,03,30,00
1053,1053,03:30:00,B,23,4.053,c,syn_11C,0,NEB-Cas12a,03,30,00
1054,1054,03:30:00,C,23,342.171,c,syn_11C,50,IDT-Cas12a,03,30,00
1055,1055,03:30:00,D,23,3.555,c,syn_11C,0,IDT-Cas12a,03,30,00
1056,1056,03:40:00,A,1,361.275,a,alt-R_11C,500,NEB-Cas12a,03,40,00
1057,1057,03:40:00,B,1,334.483,a,alt-R_11C,5,NEB-Cas12a,03,40,00
1058,1058,03:40:00,C,1,383.229,a,alt-R_11C,500,IDT-Cas12a,03,40,00
1059,1059,03:40:00,D,1,342.97,a,alt-R_11C,5,IDT-Cas12a,03,40,00
1060,1060,03:40:00,A,3,363.287,b,alt-R_11C,500,NEB-Cas12a,03,40,00
1061,1061,03:40:00,B,3,353.69699999999995,b,alt-R_11C,5,NEB-Cas12a,03,40,00
1062,1062,03:40:00,C,3,381.483,b,alt-R_11C,500,IDT-Cas12a,03,40,00
1063,1063,03:40:00,D,3,370.904,b,alt-R_11C,5,IDT-Cas12a,03,40,00
1064,1064,03:40:00,A,5,404.906,c,alt-R_11C,500,NEB-Cas12a,03,40,00
1065,1065,03:40:00,B,5,367.911,c,alt-R_11C,5,NEB-Cas12a,03,40,00
1066,1066,03:40:00,C,5,383.033,c,alt-R_11C,500,IDT-Cas12a,03,40,00
1067,1067,03:40:00,D,5,395.184,c,alt-R_11C,5,IDT-Cas12a,03,40,00
1068,1068,03:40:00,A,7,370.266,a,syn_11C,500,NEB-Cas12a,03,40,00
1069,1069,03:40:00,B,7,363.735,a,syn_11C,5,NEB-Cas12a,03,40,00
1070,1070,03:40:00,C,7,389.255,a,syn_11C,500,IDT-Cas12a,03,40,00
1071,1071,03:40:00,D,7,367.121,a,syn_11C,5,IDT-Cas12a,03,40,00
1072,1072,03:40:00,A,9,394.825,b,syn_11C,500,NEB-Cas12a,03,40,00
1073,1073,03:40:00,B,9,357.94199999999995,b,syn_11C,5,NEB-Cas12a,03,40,00
1074,1074,03:40:00,C,9,431.97,b,syn_11C,500,IDT-Cas12a,03,40,00
1075,1075,03:40:00,D,9,396.414,b,syn_11C,5,IDT-Cas12a,03,40,00
1076,1076,03:40:00,A,11,406.032,c,syn_11C,500,NEB-Cas12a,03,40,00
1077,1077,03:40:00,B,11,335.115,c,syn_11C,5,NEB-Cas12a,03,40,00
1078,1078,03:40:00,C,11,411.869,c,syn_11C,500,IDT-Cas12a,03,40,00
1079,1079,03:40:00,D,11,379.911,c,syn_11C,5,IDT-Cas12a,03,40,00
1080,1080,03:40:00,A,13,405.604,a,alt-R_11C,50,NEB-Cas12a,03,40,00
1081,1081,03:40:00,B,13,4.033,a,alt-R_11C,0,NEB-Cas12a,03,40,00
1082,1082,03:40:00,C,13,426.638,a,alt-R_11C,50,IDT-Cas12a,03,40,00
1083,1083,03:40:00,D,13,4.089,a,alt-R_11C,0,IDT-Cas12a,03,40,00
1084,1084,03:40:00,A,15,415.229,b,alt-R_11C,50,NEB-Cas12a,03,40,00
1085,1085,03:40:00,B,15,4.0,b,alt-R_11C,0,NEB-Cas12a,03,40,00
1086,1086,03:40:00,C,15,384.422,b,alt-R_11C,50,IDT-Cas12a,03,40,00
1087,1087,03:40:00,D,15,3.97,b,alt-R_11C,0,IDT-Cas12a,03,40,00
1088,1088,03:40:00,A,17,402.325,c,alt-R_11C,50,NEB-Cas12a,03,40,00
1089,1089,03:40:00,B,17,4.004,c,alt-R_11C,0,NEB-Cas12a,03,40,00
1090,1090,03:40:00,C,17,421.508,c,alt-R_11C,50,IDT-Cas12a,03,40,00
1091,1091,03:40:00,D,17,3.617,c,alt-R_11C,0,IDT-Cas12a,03,40,00
1092,1092,03:40:00,A,19,363.349,a,syn_11C,50,NEB-Cas12a,03,40,00
1093,1093,03:40:00,B,19,3.859,a,syn_11C,0,NEB-Cas12a,03,40,00
1094,1094,03:40:00,C,19,395.366,a,syn_11C,50,IDT-Cas12a,03,40,00
1095,1095,03:40:00,D,19,3.49,a,syn_11C,0,IDT-Cas12a,03,40,00
1096,1096,03:40:00,A,21,350.6090000000001,b,syn_11C,50,NEB-Cas12a,03,40,00
1097,1097,03:40:00,B,21,4.027,b,syn_11C,0,NEB-Cas12a,03,40,00
1098,1098,03:40:00,C,21,375.01,b,syn_11C,50,IDT-Cas12a,03,40,00
1099,1099,03:40:00,D,21,3.727,b,syn_11C,0,IDT-Cas12a,03,40,00
1100,1100,03:40:00,A,23,324.0440000000001,c,syn_11C,50,NEB-Cas12a,03,40,00
1101,1101,03:40:00,B,23,3.939,c,syn_11C,0,NEB-Cas12a,03,40,00
1102,1102,03:40:00,C,23,345.9380000000001,c,syn_11C,50,IDT-Cas12a,03,40,00
1103,1103,03:40:00,D,23,3.352,c,syn_11C,0,IDT-Cas12a,03,40,00
1104,1104,03:50:00,A,1,360.853,a,alt-R_11C,500,NEB-Cas12a,03,50,00
1105,1105,03:50:00,B,1,335.103,a,alt-R_11C,5,NEB-Cas12a,03,50,00
1106,1106,03:50:00,C,1,381.722,a,alt-R_11C,500,IDT-Cas12a,03,50,00
1107,1107,03:50:00,D,1,343.88,a,alt-R_11C,5,IDT-Cas12a,03,50,00
1108,1108,03:50:00,A,3,359.849,b,alt-R_11C,500,NEB-Cas12a,03,50,00
1109,1109,03:50:00,B,3,356.422,b,alt-R_11C,5,NEB-Cas12a,03,50,00
1110,1110,03:50:00,C,3,378.358,b,alt-R_11C,500,IDT-Cas12a,03,50,00
1111,1111,03:50:00,D,3,371.436,b,alt-R_11C,5,IDT-Cas12a,03,50,00
1112,1112,03:50:00,A,5,407.155,c,alt-R_11C,500,NEB-Cas12a,03,50,00
1113,1113,03:50:00,B,5,367.767,c,alt-R_11C,5,NEB-Cas12a,03,50,00
1114,1114,03:50:00,C,5,384.304,c,alt-R_11C,500,IDT-Cas12a,03,50,00
1115,1115,03:50:00,D,5,398.585,c,alt-R_11C,5,IDT-Cas12a,03,50,00
1116,1116,03:50:00,A,7,374.88,a,syn_11C,500,NEB-Cas12a,03,50,00
1117,1117,03:50:00,B,7,366.54,a,syn_11C,5,NEB-Cas12a,03,50,00
1118,1118,03:50:00,C,7,393.424,a,syn_11C,500,IDT-Cas12a,03,50,00
1119,1119,03:50:00,D,7,371.165,a,syn_11C,5,IDT-Cas12a,03,50,00
1120,1120,03:50:00,A,9,398.139,b,syn_11C,500,NEB-Cas12a,03,50,00
1121,1121,03:50:00,B,9,365.559,b,syn_11C,5,NEB-Cas12a,03,50,00
1122,1122,03:50:00,C,9,432.645,b,syn_11C,500,IDT-Cas12a,03,50,00
1123,1123,03:50:00,D,9,400.482,b,syn_11C,5,IDT-Cas12a,03,50,00
1124,1124,03:50:00,A,11,414.31,c,syn_11C,500,NEB-Cas12a,03,50,00
1125,1125,03:50:00,B,11,338.955,c,syn_11C,5,NEB-Cas12a,03,50,00
1126,1126,03:50:00,C,11,414.426,c,syn_11C,500,IDT-Cas12a,03,50,00
1127,1127,03:50:00,D,11,383.014,c,syn_11C,5,IDT-Cas12a,03,50,00
1128,1128,03:50:00,A,13,410.625,a,alt-R_11C,50,NEB-Cas12a,03,50,00
1129,1129,03:50:00,B,13,3.99,a,alt-R_11C,0,NEB-Cas12a,03,50,00
1130,1130,03:50:00,C,13,428.98800000000006,a,alt-R_11C,50,IDT-Cas12a,03,50,00
1131,1131,03:50:00,D,13,3.952,a,alt-R_11C,0,IDT-Cas12a,03,50,00
1132,1132,03:50:00,A,15,413.814,b,alt-R_11C,50,NEB-Cas12a,03,50,00
1133,1133,03:50:00,B,15,3.911,b,alt-R_11C,0,NEB-Cas12a,03,50,00
1134,1134,03:50:00,C,15,388.426,b,alt-R_11C,50,IDT-Cas12a,03,50,00
1135,1135,03:50:00,D,15,4.112,b,alt-R_11C,0,IDT-Cas12a,03,50,00
1136,1136,03:50:00,A,17,403.606,c,alt-R_11C,50,NEB-Cas12a,03,50,00
1137,1137,03:50:00,B,17,4.074,c,alt-R_11C,0,NEB-Cas12a,03,50,00
1138,1138,03:50:00,C,17,421.179,c,alt-R_11C,50,IDT-Cas12a,03,50,00
1139,1139,03:50:00,D,17,3.923,c,alt-R_11C,0,IDT-Cas12a,03,50,00
1140,1140,03:50:00,A,19,365.675,a,syn_11C,50,NEB-Cas12a,03,50,00
1141,1141,03:50:00,B,19,3.901,a,syn_11C,0,NEB-Cas12a,03,50,00
1142,1142,03:50:00,C,19,393.92,a,syn_11C,50,IDT-Cas12a,03,50,00
1143,1143,03:50:00,D,19,3.46,a,syn_11C,0,IDT-Cas12a,03,50,00
1144,1144,03:50:00,A,21,355.398,b,syn_11C,50,NEB-Cas12a,03,50,00
1145,1145,03:50:00,B,21,3.897,b,syn_11C,0,NEB-Cas12a,03,50,00
1146,1146,03:50:00,C,21,377.3130000000001,b,syn_11C,50,IDT-Cas12a,03,50,00
1147,1147,03:50:00,D,21,3.649,b,syn_11C,0,IDT-Cas12a,03,50,00
1148,1148,03:50:00,A,23,324.716,c,syn_11C,50,NEB-Cas12a,03,50,00
1149,1149,03:50:00,B,23,4.0680000000000005,c,syn_11C,0,NEB-Cas12a,03,50,00
1150,1150,03:50:00,C,23,349.4,c,syn_11C,50,IDT-Cas12a,03,50,00
1151,1151,03:50:00,D,23,3.419,c,syn_11C,0,IDT-Cas12a,03,50,00
1152,1152,04:00:00,A,1,363.379,a,alt-R_11C,500,NEB-Cas12a,04,00,00
1153,1153,04:00:00,B,1,338.005,a,alt-R_11C,5,NEB-Cas12a,04,00,00
1154,1154,04:00:00,C,1,384.505,a,alt-R_11C,500,IDT-Cas12a,04,00,00
1155,1155,04:00:00,D,1,346.1869999999999,a,alt-R_11C,5,IDT-Cas12a,04,00,00
1156,1156,04:00:00,A,3,360.854,b,alt-R_11C,500,NEB-Cas12a,04,00,00
1157,1157,04:00:00,B,3,361.492,b,alt-R_11C,5,NEB-Cas12a,04,00,00
1158,1158,04:00:00,C,3,384.645,b,alt-R_11C,500,IDT-Cas12a,04,00,00
1159,1159,04:00:00,D,3,376.288,b,alt-R_11C,5,IDT-Cas12a,04,00,00
1160,1160,04:00:00,A,5,415.108,c,alt-R_11C,500,NEB-Cas12a,04,00,00
1161,1161,04:00:00,B,5,373.676,c,alt-R_11C,5,NEB-Cas12a,04,00,00
1162,1162,04:00:00,C,5,391.068,c,alt-R_11C,500,IDT-Cas12a,04,00,00
1163,1163,04:00:00,D,5,404.735,c,alt-R_11C,5,IDT-Cas12a,04,00,00
1164,1164,04:00:00,A,7,375.775,a,syn_11C,500,NEB-Cas12a,04,00,00
1165,1165,04:00:00,B,7,372.555,a,syn_11C,5,NEB-Cas12a,04,00,00
1166,1166,04:00:00,C,7,396.841,a,syn_11C,500,IDT-Cas12a,04,00,00
1167,1167,04:00:00,D,7,378.662,a,syn_11C,5,IDT-Cas12a,04,00,00
1168,1168,04:00:00,A,9,403.254,b,syn_11C,500,NEB-Cas12a,04,00,00
1169,1169,04:00:00,B,9,368.502,b,syn_11C,5,NEB-Cas12a,04,00,00
1170,1170,04:00:00,C,9,438.856,b,syn_11C,500,IDT-Cas12a,04,00,00
1171,1171,04:00:00,D,9,405.782,b,syn_11C,5,IDT-Cas12a,04,00,00
1172,1172,04:00:00,A,11,417.714,c,syn_11C,500,NEB-Cas12a,04,00,00
1173,1173,04:00:00,B,11,342.939,c,syn_11C,5,NEB-Cas12a,04,00,00
1174,1174,04:00:00,C,11,418.952,c,syn_11C,500,IDT-Cas12a,04,00,00
1175,1175,04:00:00,D,11,388.23,c,syn_11C,5,IDT-Cas12a,04,00,00
1176,1176,04:00:00,A,13,417.48800000000006,a,alt-R_11C,50,NEB-Cas12a,04,00,00
1177,1177,04:00:00,B,13,3.879,a,alt-R_11C,0,NEB-Cas12a,04,00,00
1178,1178,04:00:00,C,13,438.47,a,alt-R_11C,50,IDT-Cas12a,04,00,00
1179,1179,04:00:00,D,13,3.943,a,alt-R_11C,0,IDT-Cas12a,04,00,00
1180,1180,04:00:00,A,15,419.642,b,alt-R_11C,50,NEB-Cas12a,04,00,00
1181,1181,04:00:00,B,15,4.063,b,alt-R_11C,0,NEB-Cas12a,04,00,00
1182,1182,04:00:00,C,15,388.615,b,alt-R_11C,50,IDT-Cas12a,04,00,00
1183,1183,04:00:00,D,15,3.996,b,alt-R_11C,0,IDT-Cas12a,04,00,00
1184,1184,04:00:00,A,17,408.566,c,alt-R_11C,50,NEB-Cas12a,04,00,00
1185,1185,04:00:00,B,17,4.086,c,alt-R_11C,0,NEB-Cas12a,04,00,00
1186,1186,04:00:00,C,17,424.453,c,alt-R_11C,50,IDT-Cas12a,04,00,00
1187,1187,04:00:00,D,17,3.487,c,alt-R_11C,0,IDT-Cas12a,04,00,00
1188,1188,04:00:00,A,19,366.753,a,syn_11C,50,NEB-Cas12a,04,00,00
1189,1189,04:00:00,B,19,3.727,a,syn_11C,0,NEB-Cas12a,04,00,00
1190,1190,04:00:00,C,19,401.991,a,syn_11C,50,IDT-Cas12a,04,00,00
1191,1191,04:00:00,D,19,3.48,a,syn_11C,0,IDT-Cas12a,04,00,00
1192,1192,04:00:00,A,21,356.327,b,syn_11C,50,NEB-Cas12a,04,00,00
1193,1193,04:00:00,B,21,4.082,b,syn_11C,0,NEB-Cas12a,04,00,00
1194,1194,04:00:00,C,21,383.404,b,syn_11C,50,IDT-Cas12a,04,00,00
1195,1195,04:00:00,D,21,3.466,b,syn_11C,0,IDT-Cas12a,04,00,00
1196,1196,04:00:00,A,23,331.6869999999999,c,syn_11C,50,NEB-Cas12a,04,00,00
1197,1197,04:00:00,B,23,4.148,c,syn_11C,0,NEB-Cas12a,04,00,00
1198,1198,04:00:00,C,23,355.531,c,syn_11C,50,IDT-Cas12a,04,00,00
1199,1199,04:00:00,D,23,3.551,c,syn_11C,0,IDT-Cas12a,04,00,00
